"user","totalReward"
"0xaf3b25fd4d063021a134f41b1556bbe2ca1d16c5","28.83227669004447419881"
"0xbddca5872093d00a638333934f899a9380dc7e55","0"
"0x28a5d4cd225f3c24acefa91066ab0bd3cfdc26f4","41.95250809111491546306"
"0x24e56aa86db703f0931f70e00b69b3b829f67888","0"
"0xc8bad7e8191a21be7e9ceccff53d7af1061d4b2c","116.75347222222222222222"
"0x6a93162d53467801cf062b8dafc763a760002299","1.15155156421283413448"
"0x78ba26ede56019dd721607bef4fde0835c141ccb","0"
"0x124cf934e52be21c81b6e143d149e16eea9a1a93","223.81422924901185770752"
"0xbf3e0115d772793a6ff3e8fa85464872b7ec8b48","37.19519495928637856654"
"0x6e6059db4458bc52f4965c814a41df09264397c3","207.62885202044735323623"
"0xaa45eed16099e3139efff65321fea04e81540039","5.10323484002752181051"
"0x98f1cb26d7f8f8031a0cf98b5b00f71548660541","101.96681397226345635283"
"0x5445b890caa4af76e2c433c9516091b679c2a7e8","16.64376533027554092115"
"0x457a7d534683a3583da264d2863fc60da6c60652","0"
"0xe315af730751cce075c8202dc82c0eff5c5bfde2","0"
"0xea04c53330475fea1e64c6a3c6929e8dbb932971","0"
"0x293718efbaa832d53f0d38664cfeededcf165ee9","5.10323484002752181051"
"0xbc5462b289a06b3fe3ee7e2b7889e978080db7a6","2.65613957099733578578"
"0xf14bab68607a56800fe23eeab8bdbe4d96d9bd5d","112.03113957099733578578"
"0x88ac12bd53db865d4e05d82e8ed7bc0184b90a54","0"
"0x1854b9311affcc216233aa6ac4b86db5557b0ac1","108.0853701735742118314"
"0x6b2ef06efc3e67dd4ce8f0a1b683e229a180e5fb","2.65613957099733578578"
"0xe540b1a3c4186a4f0a5e0a3d689159a6aa8e3dd5","0"
"0x6d1e252f62b9dbf30222862268dc9488b69de3f8","84.84270623500114345325"
"0x50826c3a5ab8b102b3e5538ff1dc1424c174bc26","63.16079537831893582705"
"0x5c32c9cf1f0cd6ffe9feedfe3dcb1914407700fb","588.30510593136140493974"
"0xc965132d0982e6c7137e7f06a2a9c5066965a4a1","27.32273229756876890319"
"0x5d5149e7b9855647f848cc95363226c1c941b3c2","185.03796867584242999524"
"0xfe1429e98460f55b2063e99fe98c76cb74f6ce0a","0"
"0x4dd6820e2c33762ccae0e404ea1fbe7107686e07","43.99574210497632441486"
"0x6121d88240663c941a92c23aad04706ebef11ba6","19.21849053720984663756"
"0x5a00ebaab772b1fc5e62e9fb08a54096779f6351","0"
"0xd58634b19a655cd91151dc32ef372ba01c29edbd","0"
"0x7000691d43dc97b7c1d50961d426f51ed7ee52a2","9.55637383442602114336"
"0xd7e35a8f9b2d56fbdf58952dd8d18aeff8243f8b","67.45816223511423973621"
"0x8a3ea4b94463398e2807ff669f97c2776df873d0","0"
"0x8f2c4b79b12f62f2bab2965cf86f7d78f9089738","57.29166666666666666667"
"0x2c7618d49d4606c1d1041ece30d97b78d11be1d2","5.68619330803860534339"
"0x228fb00c309ac7749169ee2991c0f2d71730380b","0"
"0x298ea4b9dee6b1e799426227cecfdbc3c389dde8","23.1219150059116935684"
"0x21705d5bbd61e1b81d8223aa200025c3d2972590","150.45403158715890435789"
"0x2ce18681eaac825d821dddeb6d80da559031ff9c","87.75684931506849315068"
"0xd0593d4709f163d62443580cd570c64c938bdf4b","41.53713672387615392378"
"0x58b2995029fb0db0fbddde49f7e18add524caff2","0"
"0x2a3d571098feefb0cb606a0930e1573fdb7d05a0","28.01970523813845889094"
"0x9afc34354acc4d70ec1cb97fe3997cd9b0912e74","198.02442572230611276481"
"0x834017a0fd0ed6b5fe1b41a71f160d722ce0d323","5.68619330803860534342"
"0xa3e2f6567a486e73b09df674a8cc6e47ebe2e912","9.55637383442602114328"
"0xdab2fb82cd00ec29d6fff364ae80ae9451e807fc","96.56345330294565907399"
"0x7096f03b22bc7b5b69ddf5010b5adbabb462450d","62.86980326654482940977"
"0x818d29737038d9d75d64bedcbf4add027496195e","361.04943816104381227095"
"0x54648525333d905c673cc3766f754c8a0a212a47","0"
"0x96a284656b71cfd3b364cbf186456500c26ea113","0"
"0x2c63c2a71bfdc4fc7c4a010e67d62621e181d499","9.5563738344260211434"
"0x65a931790c2436daad85a5ea8a7a7f45f516965b","0"
"0x51145210a5b673a178ecd8c832b0a753fae22985","5.68619330803860534339"
"0xde9220b5a4d03abcc3e5ca802876f55cfe35dd50","123.40054613974006646878"
"0xfdc407a219aee4d926a31aae847debf88320a33e","165.60962106415837514641"
"0x3b062f5bff09cb3ab8424cb865eeb67c9c2c1474","9.55637383442602114336"
"0x59ae5991860f4d755247248ff9f913fe6aa6d403","0"
"0x6430d59c9f1d6b9fcf148004891170ecb662d853","0"
"0x9040e958342a7f869df96cd4f0767df6eb85db84","18.73802827377960047167"
"0x2c8505552f8c57f960ea6431bb0b51e2d7459188","0"
"0xe60449c8c0f5c1f08b6207bd87c2f56abb3229a4","0"
"0x2332538af1a7d8c798a307c7b0f5761390405d0d","12.308224471712861519"
"0x58daeb2ff1bce23062dbc2157f13cff569d340fc","5.68619330803860534345"
"0xbb76174c35d9e61d009c78f0dcc04b7deea1424b","0"
"0x596ad086eb2a20dcfbc5c4c3ced1e9fef6770350","58.99844257505073171317"
"0xebbc24bf975517b9ca5271ef1f0514c8365b840c","0"
"0xba2a359cc7c3c414814f15a63d91877c17fda7cd","56.20155038759689922483"
"0x4d7254186f744d01c5a3db0ecaebeee549fea69e","4.96630358122404200296"
"0x1a0370fcf9b6b9f5b08791992bb08d72ae6f7a10","0"
"0x59d28331d09834b1d2aca58d76422680ec6de950","0"
"0xc07cf520d0b35554b8e0bd585bf35772ce6e5db6","0"
"0x970560c245af61667e389a9bbc83d6cf1f3767fd","0"
"0x80a9ab9891dbaf4a057bad7f23911b534e95f7dc","5.10323484002752181052"
"0x3ef10a3e947c83541faee01273743acb483058c9","5.15426718842779702864"
"0x1c14d851b265797b987a6732c0a277fd96c6cd0f","135.93073009135108861171"
"0x4812c55acb53d0d99a5fd68eee6dff182b8153f9","2.65560834308313631857"
"0xdbd2f19552fccec329548fc4ef6bec9b36da5255","40.55587764881711231258"
"0xce28618f02806d7658a98e5792a484217a0b4738","0"
"0x0f78c3cf6f3c9dba31a690f8d823f439f4238b07","0"
"0x3dc4d669f61fc602092cbf22a7d781cd20a30efe","172.0470118138521848895"
"0x1794f60adfde3df7cd222e0b3df71666d5be4c91","0"
"0x162f29c341480520ef1174c62a71101d3347b0d0","5.10323484002752181051"
"0xdc7aaee0b717dfb06c7b9b576757968b3d0e6a5d","5.68619330803860534341"
"0x0b94f493311d09b201903cd8360de779454f0553","3.98420935649600367867"
"0xf1114b88e43309f552703fdaf152a218fa33a1dc","129.84912202713768666299"
"0x722122011d99072711e73720cfa48619592ba0d6","189.01076001109032567157"
"0xadcef803385299361eb1ec0b79b17e3d73a826d2","55.67295929476380280544"
"0xaf875f51fd415cbd36b8bc589c185eb49b492eb8","2.65613957099733578578"
"0x49bd6b2df6e08a42d3e6be0c6fcc5546a3d841fb","94.43762695826685598281"
"0x32509b4ee54a2ef57f7e6234c6d0f90c2134bfe1","224.55268076857231450394"
"0xbf7ffbba8b9746a3582b249ce4dc04fc330cad8c","61.06120070102078967437"
"0x56e1937d1798f2731a04129ca13609054de13650","2.65348343142633844995"
"0xc3d04223457c1597abd4632f7ae80435901c5620","181.11292828952384959031"
"0x7a411154d1bddedc6e193fdb1bc37d61ed1826ef","112.72663144441381761525"
"0x43b173d43f916a891655aeaea23a7d2ea665dd62","5.68619330803860534342"
"0xa6fd84c3161958382c950ae0010983d29ab87283","19.21841366324769779821"
"0x8af8870e19e03b3327a96a6648216085d0a7061d","58.23114816593125850368"
"0x71a584766c8d032a3cd23100a4c4bce356f88e6b","0"
"0x2322939bf1570c992294139d461b72009dca84d0","94.31921736376131743589"
"0x40dc06f649c8eca659156ffd2ff1cd0dc9074c3f","41.53713672387615392384"
"0x605a3345e0a4d5ad9f8f2aac8b66995b29f16de7","5.10323484002752181051"
"0xfc1594e873f9d948efc542b81939672eda4b3b67","0"
"0xf2a90aa44917fe957c04a2813c6ccead0b05a8f4","167.07433634847330422765"
"0x80d38b4bd8a7563085c1986d66f94bb44fadfd15","14.4227499944259389631"
"0xf2cce442c7ab5baf194838081b5f9396330ecfb8","235.05285924605355283951"
"0xfbe8063731f512850daed28bdbacfb5bc2754cbf","0"
"0x6477ca4e87213f27c9090ecc8a3080dfeb693d90","9.55637383442602114336"
"0xe72e3d63f2aff350f2697dd0e2a441b85babcc74","94.91570004782084553954"
"0xec838e7a9cd6a3ad744ce8b1f784e75331529b8c","5.68619330803860534339"
"0x41275943f0eea323fe524978c830eca19bacc6ef","5.68619330803860534339"
"0x726703544b13e331e0a092e82c64f093991a9a92","5.68619330803860534339"
"0x4d760ef7941c82da4809cc68c93a140128c5397f","0"
"0xd4da71b6dbc0178553e529f5a1a0ea23bc631f83","5.68619330803860534339"
"0x70b9772da0a4d36ee6d2140b6537c15766e0c876","20.18324086657563437491"
"0xb1c6aaeda809f15ed1526585d4ce9d4eb4af38db","213.60257082940335182379"
"0x2f8e26da356623e1eaed5b0d2d9e9eb22b1297f7","0"
"0xbb2fb1735433849e486704ed1d880277cfde0599","20.18324086657563437489"
"0xc22a09a1b0e34d46be488396322b28155a37160d","58.09312185481080215399"
"0x3e1ca223daaf99ea485c838f8d9e444bdc86d0e8","0"
"0x9dedde727a343cd4c5f68f98b7473f86e6bdd565","0"
"0xc0940daf48671fe050c09bb8916f2884c20ba132","5.47346992262312720667"
"0x5580fe3ea765b8ae0c66aa202689f69876db4f96","7.36645553837118913113"
"0x7cf029510eaad72dae8d77a6567cfc7a1cff0a7f","0"
"0x5d34ebbd769fbfa047e893f4bd2037219bf915eb","5.10323484002752181051"
"0x8d3dc4279f714b81df49e0aac32f0f472ddfcd76","57.38032082453535012759"
"0xb001ec637fffc6e8e43451dc64ee5aef1733f8ca","9.65193757277028135481"
"0xf2c0722d62cfae628830734451508695f1cbd8ee","37.19519495928637856657"
"0x41d079602fe96a36141fb3d87ebd7f4bc23e4129","57.38032082453535012759"
"0x1eb53da15ae3d1e5fd0dad76f8172d8ef7e05583","0"
"0x94453d8b4db8a81e2d8dda950e138dea6d9c17d0","100.09002239213449508106"
"0xb734007645f41b21ef76a5c7a3b338d361a85068","5.68619325117667226304"
"0x2c8505552f8c57f960ea6431bb0b51e2d7459188","0"
"0xdf300c73c6fe20166c3915d5f1136f3b472ca8b2","57.38032082453535012759"
"0xdd22d166bf77735f287518c5f786c66422ed765d","41.36963384973681592346"
"0x14d2005c5c71323036d30060da0ef361b4a10ce5","0"
"0xc6d983afc4e34ee1809ec529361335685fd7c270","14.83621717536826490662"
"0x2528bd97aaefc0f89e4697eb3063738d2b38bc44","9.55637383442602114336"
"0xd506e1f077d872903dc2b8f3b991d3b59d74e131","57.38032082453535012759"
"0x70b52d79ef56790868225035238aa01c0bdbee0b","16.58411643252517279282"
"0x91a8e774e58721c70aba8897dbb1d21dd5a078b6","21.01797433177170861775"
"0xbfa40830a756779f0ca3afcf195f9d82a129a28f","12.15526550286455560347"
"0xca7085127cfc964051a77d35e9690f77c1ec4a6d","18.92588191657222666565"
"0xc7fe41add50f425fc190aa23068e3bf1f7ebcc21","37.19519495928637856659"
"0xebae70733aeca00738ce5daa675f0cebd2f3b34b","5.80438225124993662187"
"0x6796a815c3a8303bfd04f38df2102b451ab7962f","29.02191125624968310926"
"0x74a9a4bea7e453814431f599bebf54ba5b14cb7e","13.80901000587346870277"
"0x17e0e09317a2c1027c73c5b60054fb0e78fb3376","0"
"0x010b5003ae47daf24c99965fca530d85eda9028e","0"
"0x5ff004632f2a1ed439b566a1155ef3c6620ba5ad","28.68921791293100647072"
"0xc77a956db155daf89c4a44860456b8c3360a3d98","15.00979348464507467694"
"0xa9a9dd500ff6060b2d4c71a8af584b56c90796c4","60.57863313008130081294"
"0x74159b113fbba05645e3398b82953298a8987f86","47.2513338414634146341"
"0x76efa794263e122c84ca7cb32ec65b7474ff23a9","41.19347052845528455284"
"0xad15e1e6f2e4996d06025232f916e1bd4fe55723","37.11205284806182226104"
"0x57a76c6a92f7719338725c3d90a6b361b2429517","69.58509909011591673942"
"0x93aaa23e64e863d5c45c0f54e1a7171376f64a54","57.38032082453535012759"
"0x80671d23703d0816ef81c29e7292f7f4b9c993e4","55.66807927209273339147"
"0x867984ed2625cbb034d04f1bade24da796c5b029","45.93751319154264428593"
"0x4cffb11094fe4b8922e0885a119ee420dd980db8","31.65963746984695754842"
"0xe4b3eb41f83d896ab02b10b9a0e23ff295ecf0f3","28.55575144339137347505"
"0x14f9ddea863ba5ee480eb9e9af7a71752a41fe07","13.14129945016963941939"
"0xde78224ccb9494bd396f9be99b1d99e957489b39","18.0310852920932261801"
"0xc5175d6701c4e0b95ac476a63e5eddb262176951","5.8671317870780636645"
"0xe49032fe59e8da513964e65bcddc492f195cd3cf","12.38335338449140916252"
"0xe7b83eec4e8ba325e7c6c28a0f0abfe67338b1af","10.19805572840468989854"
"0x47d8427c56644e5d9cc1ff28ee7ff7d55e584ec7","6.36164428771911607961"
"0xbba017e88caf94ef31e26a1cd3364eaf46fe3daf","9.71243402705208561767"
"0x3b311c0a9d55f7d7c808f3b6cc8972e2a3416d86","9.71243402705208561764"
"0xff921e69192489c5ddd4cd1d2e5dd5944b3d7a56","9.71243402705208561769"
"0xc5b4e0765bf364516bcda7493eca4bf1b64df355","8.65175850257572079728"
"0x9b22de56891bb53d3150819dded07329e7ecdc68","8.65175850257572079727"
"0xa01e1c248c5be45a2b279a65c1a55c34f0900bee","5.65691902091489436743"
"0xbd44a2a6204eb9ddf6d88fe52366e3cd66614ef2","5.32415907850813587521"
"0x7a17eebaed0347ad30739c259f0a929fcf2e9aec","12.5117738344941193068"
"0x61aadccdf528a17c502696d9ba41a8c09ae9eca5","4.65863919369461889081"
"0xe6045ec48da16123a458f2ba039bb35f9e30b9a0","7.32071873294868682848"
"0x9ea800191ea219604846b7d627340be2e93a7b11","11.31383804182978873491"
"0x6e2b45c33aec70a10dcbee1bd7ae740737ebda56","17.96903688996495857899"
"0xfc61837b90335895dfadad11869df0fea457e728","64.07686832958049692452"
"0x9ee46bb33c46ff70c3acec50c0ddf09fb8657d05","110.22286821705426356589"
"0x3b99403de3e3ebd796fdd4ce25e9d0008b02223a","9.01749088221713056467"
"0x6a40c0d911f585d4df98c30f711202704a6d8a15","9.55637383442602114336"
"0x31cbbce1a385d2e4601d4c907e8c10ab6b2c18a8","0"
"0x93a2e0a7371a1eb85fc137ba1162268cda31ad74","82.42416553901668921984"
"0x39ae0428dfa7d72d88d25c9bcbc0af4305ed2df2","63.16079537831893582713"
"0xf69786fd7cc7d49229464905072487cdbecd73ea","9.45125372224733491078"
"0x5688c41f12498fd68e9c88c79781450f45f1fa42","0"
"0x7b48fd1f2521b340196f1d8194cf81de420ab216","20.18322068333476779928"
"0x369de05d36275b15a1939f49759059c2cfdb7360","0"
"0x5dac33c51683bc1f4d735d7214bc128ff27e2271","0"
"0xc8111f7e3a59dd42251da4ac0e3db3408fb5965e","5.68619330803860534339"
"0xc8f45ecab693d688afd4fac173a367624c130b38","63.1607953783189358273"
"0x318eaffc89918380f34b6a59f8dc8a6bd5f13358","38.73353936656460646308"
"0x55d66b06fb2435548f49cfde44614894ae463a4b","0"
"0xe20b9c74488531cfb7f36af2eee4c79689032055","38.73353936656460646308"
"0xf4b87e412c5f2d7811d4802b52c0f9560091fc11","0"
"0x7bc1bf0a122b7df061858088042e84f530b8216c","0"
"0x5804f4a69dfbc4b187fd864372c0f6c25f72ddf7","133.74469303178193889088"
